Timestamp,UPDATE_CCDSR_ACCEPTATION_MESSAGE,UPDATE_CCDSR_REJECTION_MESSAGE,FP_UPDATE_SUBSCRIPTION_CLIENT_MESSAGES_EVENT,FP_END_OF_UPDATE_MESSAGES_EVENT
2017-08-14  05:37:27.203,1039,80,897,222
2017-08-14  05:42:27.202,1054,81,908,227
2017-08-14  05:47:27.204,1074,81,925,230
2017-08-14  05:52:27.207,1094,86,942,238
2017-08-14  05:57:27.207,1106,88,952,242
2017-08-14  06:02:27.208,1121,88,966,243
2017-08-14  06:07:27.210,1131,89,974,246
2017-08-14  06:12:27.211,1147,89,989,247
2017-08-14  06:17:27.215,1161,90,1001,250
2017-08-14  06:22:27.214,1175,90,1015,250
2017-08-14  06:27:27.216,1192,90,1029,253
2017-08-14  06:32:27.217,1210,91,1044,257
2017-08-14  06:37:27.219,1231,93,1060,264
2017-08-14  06:42:27.220,1245,95,1072,268
2017-08-14  06:47:27.222,1265,96,1088,273
2017-08-14  06:52:27.224,1275,96,1097,274
2017-08-14  06:57:27.227,1289,96,1109,276
2017-08-14  07:02:27.227,1303,97,1121,279
2017-08-14  07:07:27.229,1317,101,1137,281
2017-08-14  07:12:27.230,1332,101,1150,283
2017-08-14  07:17:27.231,1352,103,1166,289
2017-08-14  07:22:27.233,1371,103,1182,292
2017-08-14  07:27:27.234,1386,106,1195,297
2017-08-14  07:32:27.238,1402,107,1208,301
2017-08-14  07:37:27.238,1414,108,1219,303
2017-08-14  07:42:27.242,1425,111,1232,304
2017-08-14  07:47:27.241,1440,113,1245,308
2017-08-14  07:52:27.245,1453,120,1261,312
2017-08-14  07:57:27.244,1467,121,1275,313
2017-08-14  08:02:27.246,1481,124,1287,318
2017-08-14  08:07:27.250,1500,126,1304,322
2017-08-14  08:12:27.251,1520,130,1319,331
2017-08-14  08:17:27.250,1533,131,1331,333
2017-08-14  08:22:27.252,1548,131,1344,335
2017-08-14  08:27:27.255,1558,131,1354,335
2017-08-14  08:32:27.255,1575,132,1369,338
2017-08-14  08:37:27.256,1588,134,1381,341
2017-08-14  08:42:27.257,1600,135,1392,343
2017-08-14  08:47:27.258,1619,137,1407,349
2017-08-14  08:52:27.262,1636,141,1427,350
2017-08-14  08:57:27.264,1654,144,1439,359
2017-08-14  09:02:27.263,1668,146,1449,365
2017-08-14  09:07:27.264,1688,147,1468,367
2017-08-14  09:12:27.265,1698,147,1477,368
2017-08-14  09:17:27.267,1711,147,1487,371
2017-08-14  09:22:27.271,1725,148,1500,373
2017-08-14  09:27:27.270,1740,148,1515,373
2017-08-14  09:32:27.271,1755,148,1528,375
2017-08-14  09:37:27.276,1775,150,1545,380
2017-08-14  09:42:27.277,1800,150,1563,387
2017-08-14  09:47:27.276,1810,154,1574,390
2017-08-14  09:52:27.277,1829,155,1590,394
2017-08-14  09:57:27.281,1837,156,1597,396
2017-08-14  10:02:27.281,1851,156,1609,398
2017-08-14  10:07:27.284,1865,158,1623,400
