Timestamp,UPDATE_CCDSR_ACCEPTATION_MESSAGE,UPDATE_CCDSR_REJECTION_MESSAGE,FP_UPDATE_SUBSCRIPTION_CLIENT_MESSAGES_EVENT,FP_END_OF_UPDATE_MESSAGES_EVENT
2017-08-13  22:52:27.079,9726,620,8360,1986
2017-08-13  22:57:27.080,9741,623,8373,1991
2017-08-13  23:02:27.082,9758,623,8387,1994
2017-08-13  23:07:27.083,9770,625,8398,1997
2017-08-13  23:12:27.085,9783,625,8409,1999
2017-08-13  23:17:27.086,9797,630,8424,2003
2017-08-13  23:22:27.088,9811,632,8439,2004
2017-08-13  23:27:27.092,9822,633,8450,2005
2017-08-13  23:32:27.091,9839,635,8464,2010
2017-08-13  23:37:27.093,9860,636,8482,2014
2017-08-13  23:42:27.094,9877,639,8496,2020
2017-08-13  23:47:27.096,9889,642,8506,2025
2017-08-13  23:52:27.097,9904,643,8520,2027
2017-08-13  23:57:27.101,9914,643,8529,2028
2017-08-14  00:02:27.100,9914,643,8529,2028
2017-08-14  00:07:27.102,9927,645,8541,2031
2017-08-14  00:12:27.103,9941,645,8554,2032
2017-08-14  00:17:27.105,9959,646,8569,2036
2017-08-14  00:22:27.109,9982,649,8589,2042
2017-08-14  00:27:27.108,9996,651,8601,2046
2017-08-14  00:32:27.111,10012,653,8614,2051
2017-08-14  00:37:27.111,10027,656,8629,2054
2017-08-14  00:42:27.115,10038,656,8637,2057
2017-08-14  00:47:27.116,10055,656,8650,2061
2017-08-14  00:52:27.117,10065,658,8661,2062
2017-08-14  00:57:27.117,10081,658,8677,2062
2017-08-14  01:02:27.120,10096,659,8690,2065
2017-08-14  01:07:27.120,10117,661,8706,2072
2017-08-14  01:12:27.120,10138,662,8723,2077
2017-08-14  01:17:27.123,10151,664,8733,2082
2017-08-14  01:22:27.124,10172,664,8751,2085
2017-08-14  01:27:27.126,10179,665,8757,2087
2017-08-14  01:32:27.127,10194,665,8770,2089
2017-08-14  01:37:27.129,10208,666,8783,2091
2017-08-14  01:42:27.130,10223,667,8796,2094
2017-08-14  01:47:27.131,10241,667,8811,2097
2017-08-14  01:52:27.133,10259,668,8825,2102
2017-08-14  01:57:27.134,10280,668,8842,2106
2017-08-14  02:02:27.136,10296,670,8856,2110
2017-08-14  02:07:27.140,10310,675,8870,2115
2017-08-14  02:12:27.139,10324,676,8881,2119
2017-08-14  02:17:27.143,10336,676,8891,2121
2017-08-14  02:22:27.142,10352,677,8906,2123
2017-08-14  02:27:27.146,10367,681,8921,2127
2017-08-14  02:32:27.147,10380,681,8933,2128
2017-08-14  02:37:27.148,10397,684,8946,2135
2017-08-14  02:42:27.147,10414,684,8962,2136
2017-08-14  02:47:27.149,10434,689,8979,2144
2017-08-14  02:52:27.150,10445,693,8991,2147
2017-08-14  02:57:27.155,10462,694,9006,2150
2017-08-14  03:02:27.153,10470,695,9014,2151
2017-08-14  03:07:27.158,10485,697,9027,2155
2017-08-14  03:12:27.156,10500,698,9040,2158
2017-08-14  03:17:27.161,10516,698,9053,2161
2017-08-14  03:22:27.160,10532,699,9067,2164
2017-08-14  03:27:27.161,10550,699,9082,2167
2017-08-14  03:32:27.162,10572,702,9100,2174
2017-08-14  03:37:27.164,10585,704,9111,2178
2017-08-14  03:42:27.167,10602,705,9126,2181
2017-08-14  03:47:27.167,10611,705,9133,2183
2017-08-14  03:52:27.171,10623,705,9144,2184
2017-08-14  03:57:27.173,10638,706,9156,2188
2017-08-14  04:02:27.172,10655,706,9172,2189
2017-08-14  04:07:27.174,10667,708,9184,2191
2017-08-14  04:12:27.175,10689,709,9201,2197
2017-08-14  04:17:27.180,10710,710,9218,2202
2017-08-14  04:22:27.178,10722,712,9228,2206
2017-08-14  04:27:27.180,10740,712,9243,2209
2017-08-14  04:32:27.182,10755,713,9255,2213
2017-08-14  04:37:27.183,10766,714,9264,2216
2017-08-14  04:42:27.185,10783,714,9279,2218
2017-08-14  04:47:27.186,10797,715,9293,2219
2017-08-14  04:52:27.188,10812,715,9307,2220
2017-08-14  04:57:27.190,10829,716,9320,2225
2017-08-14  05:02:27.191,10849,716,9335,2230
2017-08-14  05:07:27.192,10866,719,9350,2235
2017-08-14  05:12:27.196,10880,721,9362,2239
2017-08-14  05:17:27.195,10894,721,9374,2241
2017-08-14  05:22:27.196,10905,721,9385,2241
2017-08-14  05:27:27.197,10921,721,9399,2243
2017-08-14  05:32:27.199,10937,722,9413,2246
2017-08-14  05:37:27.203,10953,723,9426,2250
2017-08-14  05:42:27.202,10968,724,9437,2255
2017-08-14  05:47:27.204,10988,724,9454,2258
2017-08-14  05:52:27.207,11008,729,9471,2266
2017-08-14  05:57:27.207,11020,731,9481,2270
2017-08-14  06:02:27.208,11035,731,9495,2271
2017-08-14  06:07:27.210,11045,732,9503,2274
2017-08-14  06:12:27.211,11061,732,9518,2275
2017-08-14  06:17:27.215,11075,733,9530,2278
2017-08-14  06:22:27.214,11089,733,9544,2278
2017-08-14  06:27:27.216,11106,733,9558,2281
2017-08-14  06:32:27.217,11124,734,9573,2285
2017-08-14  06:37:27.219,11145,736,9589,2292
2017-08-14  06:42:27.220,11159,738,9601,2296
2017-08-14  06:47:27.222,11179,739,9617,2301
2017-08-14  06:52:27.224,11189,739,9626,2302
2017-08-14  06:57:27.227,11203,739,9638,2304
2017-08-14  07:02:27.227,11217,740,9650,2307
2017-08-14  07:07:27.229,11231,744,9666,2309
2017-08-14  07:12:27.230,11246,744,9679,2311
2017-08-14  07:17:27.231,11266,746,9695,2317
2017-08-14  07:22:27.233,11285,746,9711,2320
2017-08-14  07:27:27.234,11300,749,9724,2325
2017-08-14  07:32:27.238,11316,750,9737,2329
2017-08-14  07:37:27.238,11328,751,9748,2331
2017-08-14  07:42:27.242,11339,754,9761,2332
2017-08-14  07:47:27.241,11354,756,9774,2336
2017-08-14  07:52:27.245,11367,763,9790,2340
2017-08-14  07:57:27.244,11381,764,9804,2341
2017-08-14  08:02:27.246,11395,767,9816,2346
2017-08-14  08:07:27.250,11414,769,9833,2350
2017-08-14  08:12:27.251,11434,773,9848,2359
2017-08-14  08:17:27.250,11447,774,9860,2361
2017-08-14  08:22:27.252,11462,774,9873,2363
2017-08-14  08:27:27.255,11472,774,9883,2363
2017-08-14  08:32:27.255,11489,775,9898,2366
2017-08-14  08:37:27.256,11502,777,9910,2369
2017-08-14  08:42:27.257,11514,778,9921,2371
2017-08-14  08:47:27.258,11533,780,9936,2377
2017-08-14  08:52:27.262,11550,784,9956,2378
2017-08-14  08:57:27.264,11568,787,9968,2387
2017-08-14  09:02:27.263,11582,789,9978,2393
2017-08-14  09:07:27.264,11602,790,9997,2395
2017-08-14  09:12:27.265,11612,790,10006,2396
2017-08-14  09:17:27.267,11625,790,10016,2399
2017-08-14  09:22:27.271,11639,791,10029,2401
2017-08-14  09:27:27.270,11654,791,10044,2401
2017-08-14  09:32:27.271,11669,791,10057,2403
2017-08-14  09:37:27.276,11689,793,10074,2408
2017-08-14  09:42:27.277,11714,793,10092,2415
2017-08-14  09:47:27.276,11724,797,10103,2418
2017-08-14  09:52:27.277,11743,798,10119,2422
2017-08-14  09:57:27.281,11751,799,10126,2424
2017-08-14  10:02:27.281,11765,799,10138,2426
2017-08-14  10:07:27.284,11779,801,10152,2428
