Timestamp,UPDATE_CCDSR_ACCEPTATION_MESSAGE,UPDATE_CCDSR_REJECTION_MESSAGE,FP_UPDATE_SUBSCRIPTION_CLIENT_MESSAGES_EVENT,FP_END_OF_UPDATE_MESSAGES_EVENT
2017-08-13  17:57:26.990,16,2,15,3
2017-08-13  18:02:26.991,15,1,13,3
2017-08-13  18:07:26.995,20,1,14,7
2017-08-13  18:12:26.995,20,3,18,5
2017-08-13  18:17:26.996,16,3,13,6
2017-08-13  18:22:27.000,14,2,14,2
2017-08-13  18:27:26.999,13,0,11,2
2017-08-13  18:32:27.001,11,1,10,2
2017-08-13  18:37:27.002,18,0,16,2
2017-08-13  18:42:27.004,14,1,13,2
2017-08-13  18:47:27.008,12,0,11,1
2017-08-13  18:52:27.010,18,1,14,5
2017-08-13  18:57:27.008,18,0,16,2
2017-08-13  19:02:27.010,19,4,14,9
2017-08-13  19:07:27.012,13,1,11,3
2017-08-13  19:12:27.016,17,0,16,1
2017-08-13  19:17:27.014,11,0,10,1
2017-08-13  19:22:27.016,15,0,13,2
2017-08-13  19:27:27.018,12,2,11,3
2017-08-13  19:32:27.022,14,2,15,1
2017-08-13  19:37:27.023,17,1,15,3
2017-08-13  19:42:27.024,20,2,17,5
2017-08-13  19:47:27.023,21,3,16,8
2017-08-13  19:52:27.027,15,0,13,2
2017-08-13  19:57:27.026,14,1,12,3
2017-08-13  20:02:27.028,13,0,11,2
2017-08-13  20:07:27.029,11,0,10,1
2017-08-13  20:12:27.033,21,1,17,5
2017-08-13  20:17:27.033,14,0,12,2
2017-08-13  20:22:27.037,13,0,13,0
2017-08-13  20:27:27.035,25,1,19,7
2017-08-13  20:32:27.039,19,0,16,3
2017-08-13  20:37:27.041,16,3,12,7
2017-08-13  20:42:27.040,18,1,15,4
2017-08-13  20:47:27.042,10,0,9,1
2017-08-13  20:52:27.046,13,0,12,1
2017-08-13  20:57:27.047,20,0,17,3
2017-08-13  21:02:27.046,13,2,11,4
2017-08-13  21:07:27.048,16,0,14,2
2017-08-13  21:12:27.049,20,1,17,4
2017-08-13  21:17:27.050,21,0,16,5
2017-08-13  21:22:27.054,15,3,13,5
2017-08-13  21:27:27.053,18,1,14,5
2017-08-13  21:32:27.055,12,0,10,2
2017-08-13  21:37:27.056,12,0,11,1
2017-08-13  21:42:27.060,15,0,13,2
2017-08-13  21:47:27.059,16,1,15,2
2017-08-13  21:52:27.061,16,0,13,3
2017-08-13  21:57:27.062,20,4,18,6
2017-08-13  22:02:27.067,20,0,16,4
2017-08-13  22:07:27.069,0,0,0,0
2017-08-13  22:12:27.069,15,3,12,6
2017-08-13  22:17:27.071,18,2,17,3
2017-08-13  22:22:27.072,8,0,6,2
2017-08-13  22:27:27.071,14,0,13,1
2017-08-13  22:32:27.072,14,0,12,2
2017-08-13  22:37:27.074,17,1,16,2
2017-08-13  22:42:27.078,16,0,14,2
2017-08-13  22:47:27.079,16,1,13,4
2017-08-13  22:52:27.079,23,0,17,6
2017-08-13  22:57:27.080,15,3,13,5
2017-08-13  23:02:27.082,17,0,14,3
2017-08-13  23:07:27.083,12,2,11,3
2017-08-13  23:12:27.085,13,0,11,2
2017-08-13  23:17:27.086,14,5,15,4
2017-08-13  23:22:27.088,14,2,15,1
2017-08-13  23:27:27.092,11,1,11,1
2017-08-13  23:32:27.091,17,2,14,5
2017-08-13  23:37:27.093,21,1,18,4
2017-08-13  23:42:27.094,17,3,14,6
2017-08-13  23:47:27.096,12,3,10,5
2017-08-13  23:52:27.097,15,1,14,2
2017-08-13  23:57:27.101,10,0,9,1
2017-08-14  00:02:27.100,0,0,0,0
2017-08-14  00:07:27.102,13,2,12,3
2017-08-14  00:12:27.103,14,0,13,1
2017-08-14  00:17:27.105,18,1,15,4
2017-08-14  00:22:27.109,23,3,20,6
2017-08-14  00:27:27.108,14,2,12,4
2017-08-14  00:32:27.111,16,2,13,5
2017-08-14  00:37:27.111,15,3,15,3
2017-08-14  00:42:27.115,11,0,8,3
2017-08-14  00:47:27.116,17,0,13,4
2017-08-14  00:52:27.117,10,2,11,1
2017-08-14  00:57:27.117,16,0,16,0
2017-08-14  01:02:27.120,15,1,13,3
2017-08-14  01:07:27.120,21,2,16,7
2017-08-14  01:12:27.120,21,1,17,5
2017-08-14  01:17:27.123,13,2,10,5
2017-08-14  01:22:27.124,21,0,18,3
2017-08-14  01:27:27.126,7,1,6,2
2017-08-14  01:32:27.127,15,0,13,2
2017-08-14  01:37:27.129,14,1,13,2
2017-08-14  01:42:27.130,15,1,13,3
2017-08-14  01:47:27.131,18,0,15,3
2017-08-14  01:52:27.133,18,1,14,5
2017-08-14  01:57:27.134,21,0,17,4
2017-08-14  02:02:27.136,16,2,14,4
2017-08-14  02:07:27.140,14,5,14,5
2017-08-14  02:12:27.139,14,1,11,4
2017-08-14  02:17:27.143,12,0,10,2
2017-08-14  02:22:27.142,16,1,15,2
2017-08-14  02:27:27.146,15,4,15,4
2017-08-14  02:32:27.147,13,0,12,1
2017-08-14  02:37:27.148,17,3,13,7
2017-08-14  02:42:27.147,17,0,16,1
2017-08-14  02:47:27.149,20,5,17,8
2017-08-14  02:52:27.150,11,4,12,3
2017-08-14  02:57:27.155,17,1,15,3
2017-08-14  03:02:27.153,8,1,8,1
2017-08-14  03:07:27.158,15,2,13,4
2017-08-14  03:12:27.156,15,1,13,3
2017-08-14  03:17:27.161,16,0,13,3
2017-08-14  03:22:27.160,16,1,14,3
2017-08-14  03:27:27.161,18,0,15,3
2017-08-14  03:32:27.162,22,3,18,7
2017-08-14  03:37:27.164,13,2,11,4
2017-08-14  03:42:27.167,17,1,15,3
2017-08-14  03:47:27.167,9,0,7,2
2017-08-14  03:52:27.171,12,0,11,1
2017-08-14  03:57:27.173,15,1,12,4
2017-08-14  04:02:27.172,17,0,16,1
2017-08-14  04:07:27.174,12,2,12,2
2017-08-14  04:12:27.175,22,1,17,6
2017-08-14  04:17:27.180,21,1,17,5
2017-08-14  04:22:27.178,12,2,10,4
2017-08-14  04:27:27.180,18,0,15,3
2017-08-14  04:32:27.182,15,1,12,4
2017-08-14  04:37:27.183,11,1,9,3
2017-08-14  04:42:27.185,17,0,15,2
2017-08-14  04:47:27.186,14,1,14,1
2017-08-14  04:52:27.188,15,0,14,1
2017-08-14  04:57:27.190,17,1,13,5
2017-08-14  05:02:27.191,20,0,15,5
2017-08-14  05:07:27.192,17,3,15,5
2017-08-14  05:12:27.196,14,2,12,4
2017-08-14  05:17:27.195,14,0,12,2
2017-08-14  05:22:27.196,11,0,11,0
2017-08-14  05:27:27.197,16,0,14,2
2017-08-14  05:32:27.199,16,1,14,3
2017-08-14  05:37:27.203,16,1,13,4
2017-08-14  05:42:27.202,15,1,11,5
2017-08-14  05:47:27.204,20,0,17,3
2017-08-14  05:52:27.207,20,5,17,8
2017-08-14  05:57:27.207,12,2,10,4
2017-08-14  06:02:27.208,15,0,14,1
2017-08-14  06:07:27.210,10,1,8,3
2017-08-14  06:12:27.211,16,0,15,1
2017-08-14  06:17:27.215,14,1,12,3
2017-08-14  06:22:27.214,14,0,14,0
2017-08-14  06:27:27.216,17,0,14,3
2017-08-14  06:32:27.217,18,1,15,4
2017-08-14  06:37:27.219,21,2,16,7
2017-08-14  06:42:27.220,14,2,12,4
2017-08-14  06:47:27.222,20,1,16,5
2017-08-14  06:52:27.224,10,0,9,1
2017-08-14  06:57:27.227,14,0,12,2
2017-08-14  07:02:27.227,14,1,12,3
2017-08-14  07:07:27.229,14,4,16,2
2017-08-14  07:12:27.230,15,0,13,2
2017-08-14  07:17:27.231,20,2,16,6
2017-08-14  07:22:27.233,19,0,16,3
2017-08-14  07:27:27.234,15,3,13,5
2017-08-14  07:32:27.238,16,1,13,4
2017-08-14  07:37:27.238,12,1,11,2
2017-08-14  07:42:27.242,11,3,13,1
2017-08-14  07:47:27.241,15,2,13,4
2017-08-14  07:52:27.245,13,7,16,4
2017-08-14  07:57:27.244,14,1,14,1
2017-08-14  08:02:27.246,14,3,12,5
2017-08-14  08:07:27.250,19,2,17,4
2017-08-14  08:12:27.251,20,4,15,9
2017-08-14  08:17:27.250,13,1,12,2
2017-08-14  08:22:27.252,15,0,13,2
2017-08-14  08:27:27.255,10,0,10,0
2017-08-14  08:32:27.255,17,1,15,3
2017-08-14  08:37:27.256,13,2,12,3
2017-08-14  08:42:27.257,12,1,11,2
2017-08-14  08:47:27.258,19,2,15,6
2017-08-14  08:52:27.262,17,4,20,1
2017-08-14  08:57:27.264,18,3,12,9
2017-08-14  09:02:27.263,14,2,10,6
2017-08-14  09:07:27.264,20,1,19,2
2017-08-14  09:12:27.265,10,0,9,1
2017-08-14  09:17:27.267,13,0,10,3
2017-08-14  09:22:27.271,14,1,13,2
2017-08-14  09:27:27.270,15,0,15,0
2017-08-14  09:32:27.271,15,0,13,2
2017-08-14  09:37:27.276,20,2,17,5
2017-08-14  09:42:27.277,25,0,18,7
2017-08-14  09:47:27.276,10,4,11,3
2017-08-14  09:52:27.277,19,1,16,4
2017-08-14  09:57:27.281,8,1,7,2
2017-08-14  10:02:27.281,14,0,12,2
2017-08-14  10:07:27.284,14,2,14,2
